article_id,headline,section,author,published_at,primary_channel,word_count,is_premium
100891,Startups signals cautious optimism,Sports,Riley Brooks,2026-07-07 09:57:00,search,975,false
100892,Startups draws record interest,Media,Taylor Morgan,2026-07-08 10:04:00,social,863,true
100893,Schools sets new agenda,Entertainment,Casey Reed,2026-07-09 11:11:00,newsletter,2360,false
100894,Schools signals cautious optimism,News,Jordan Quinn,2026-07-10 12:18:00,search,1006,false
100895,Football faces fresh scrutiny,Culture,Sam Rivera,2026-07-11 13:25:00,social,1710,true
100896,Restaurants draws record interest,Business,Avery Stone,2026-07-12 14:32:00,newsletter,946,true
100897,Housing signals cautious optimism,Sports,Jamie Lee,2026-07-13 15:39:00,search,2303,false
100898,Schools draws record interest,Media,Morgan Patel,2026-07-14 16:46:00,social,1756,true
100899,Theatre faces fresh scrutiny,Entertainment,Riley Brooks,2026-07-15 17:53:00,newsletter,655,false
100900,Elections sets new agenda,News,Taylor Morgan,2026-06-01 06:00:00,search,1919,true
100901,Startups faces fresh scrutiny,Culture,Casey Reed,2026-06-02 07:07:00,social,1845,false
100902,Football faces fresh scrutiny,Business,Jordan Quinn,2026-06-03 08:14:00,newsletter,1577,true
100903,Football sparks local debate,Sports,Sam Rivera,2026-06-04 09:21:00,search,1787,false
100904,Startups sparks local debate,Media,Avery Stone,2026-06-05 10:28:00,social,1782,true
100905,Theatre sets new agenda,Entertainment,Jamie Lee,2026-06-06 11:35:00,newsletter,1107,true
100906,Streaming signals cautious optimism,News,Morgan Patel,2026-06-07 12:42:00,search,571,false
100907,Transport signals cautious optimism,Culture,Riley Brooks,2026-06-08 13:49:00,social,1625,false
100908,Theatre finds a wider audience,Business,Taylor Morgan,2026-06-09 14:56:00,newsletter,1962,true
100909,Housing draws record interest,Sports,Casey Reed,2026-06-10 15:03:00,search,1305,false
100910,Football faces fresh scrutiny,Media,Jordan Quinn,2026-06-11 16:10:00,social,2162,true
100911,Elections sparks local debate,Entertainment,Sam Rivera,2026-06-12 17:17:00,newsletter,831,false
100912,Streaming faces fresh scrutiny,News,Avery Stone,2026-06-13 06:24:00,search,468,false
100913,Streaming finds a wider audience,Culture,Jamie Lee,2026-06-14 07:31:00,social,1684,false
100914,Transport sets new agenda,Business,Morgan Patel,2026-06-15 08:38:00,newsletter,1032,true
100915,Startups signals cautious optimism,Sports,Riley Brooks,2026-06-16 09:45:00,search,1562,true
100916,Schools sparks local debate,Media,Taylor Morgan,2026-06-17 10:52:00,social,2271,true
100917,Football finds a wider audience,Entertainment,Casey Reed,2026-06-18 11:59:00,newsletter,1408,false
100918,Streaming draws record interest,News,Jordan Quinn,2026-06-19 12:06:00,search,2106,false
100919,Transport sets new agenda,Culture,Sam Rivera,2026-06-20 13:13:00,social,782,false
100920,Startups signals cautious optimism,Business,Avery Stone,2026-06-21 14:20:00,newsletter,976,true
100921,Football faces fresh scrutiny,Sports,Jamie Lee,2026-06-22 15:27:00,search,1958,false
100922,Markets sets new agenda,Media,Morgan Patel,2026-06-23 16:34:00,social,1612,true
100923,Theatre draws record interest,Entertainment,Riley Brooks,2026-06-24 17:41:00,newsletter,1701,false
100924,Elections sparks local debate,News,Taylor Morgan,2026-06-25 06:48:00,search,1505,false
100925,Markets faces fresh scrutiny,Culture,Casey Reed,2026-06-26 07:55:00,social,1270,true
100926,Transport draws record interest,Business,Jordan Quinn,2026-06-27 08:02:00,newsletter,737,true
100927,Startups sets new agenda,Sports,Sam Rivera,2026-06-28 09:09:00,search,2366,false
100928,Theatre faces fresh scrutiny,Media,Avery Stone,2026-06-29 10:16:00,social,984,true
100929,Elections draws record interest,Entertainment,Jamie Lee,2026-06-30 11:23:00,newsletter,1364,false
100930,Streaming sets new agenda,News,Morgan Patel,2026-07-01 12:30:00,search,1068,true
100931,Restaurants signals cautious optimism,Culture,Riley Brooks,2026-07-02 13:37:00,social,1623,false
100932,Housing sets new agenda,Business,Taylor Morgan,2026-07-03 14:44:00,newsletter,1788,true
100933,Markets signals cautious optimism,Sports,Casey Reed,2026-07-04 15:51:00,search,933,false
100934,Housing signals cautious optimism,Media,Jordan Quinn,2026-07-05 16:58:00,social,692,true
100935,Startups sets new agenda,Entertainment,Sam Rivera,2026-07-06 17:05:00,newsletter,777,true
100936,Elections signals cautious optimism,News,Avery Stone,2026-07-07 06:12:00,search,1479,false
100937,Streaming signals cautious optimism,Culture,Jamie Lee,2026-07-08 07:19:00,social,690,false
100938,Streaming sets new agenda,Business,Morgan Patel,2026-07-09 08:26:00,newsletter,1708,true
100939,Theatre draws record interest,Sports,Riley Brooks,2026-07-10 09:33:00,search,723,false
100940,Startups draws record interest,Media,Taylor Morgan,2026-07-11 10:40:00,social,1381,true
100941,Restaurants sets new agenda,Entertainment,Casey Reed,2026-07-12 11:47:00,newsletter,1301,false
100942,Schools sparks local debate,News,Jordan Quinn,2026-07-13 12:54:00,search,2001,false
100943,Schools signals cautious optimism,Culture,Sam Rivera,2026-07-14 13:01:00,social,2140,false
100944,Theatre draws record interest,Business,Avery Stone,2026-07-15 14:08:00,newsletter,1843,true
100945,Restaurants faces fresh scrutiny,Sports,Jamie Lee,2026-06-01 15:15:00,search,1526,true
100946,Startups finds a wider audience,Media,Morgan Patel,2026-06-02 16:22:00,social,1891,true
100947,Markets faces fresh scrutiny,Entertainment,Riley Brooks,2026-06-03 17:29:00,newsletter,2328,false
100948,Restaurants faces fresh scrutiny,News,Taylor Morgan,2026-06-04 06:36:00,search,576,false
100949,Schools finds a wider audience,Culture,Casey Reed,2026-06-05 07:43:00,social,864,false
100950,Restaurants finds a wider audience,Business,Jordan Quinn,2026-06-06 08:50:00,newsletter,756,true
100951,Football sets new agenda,Sports,Sam Rivera,2026-06-07 09:57:00,search,2199,false
100952,Schools sparks local debate,Media,Avery Stone,2026-06-08 10:04:00,social,688,true
100953,Theatre signals cautious optimism,Entertainment,Jamie Lee,2026-06-09 11:11:00,newsletter,1644,false
100954,Startups faces fresh scrutiny,News,Morgan Patel,2026-06-10 12:18:00,search,2290,false
100955,Schools sparks local debate,Culture,Riley Brooks,2026-06-11 13:25:00,social,2106,true
100956,Housing sparks local debate,Business,Taylor Morgan,2026-06-12 14:32:00,newsletter,720,true
100957,Schools sparks local debate,Sports,Casey Reed,2026-06-13 15:39:00,search,1385,false
100958,Restaurants faces fresh scrutiny,Media,Jordan Quinn,2026-06-14 16:46:00,social,1594,true
100959,Startups signals cautious optimism,Entertainment,Sam Rivera,2026-06-15 17:53:00,newsletter,2102,false
100960,Streaming signals cautious optimism,News,Avery Stone,2026-06-16 06:00:00,search,494,true
100961,Elections sets new agenda,Culture,Jamie Lee,2026-06-17 07:07:00,social,2122,false
100962,Housing signals cautious optimism,Business,Morgan Patel,2026-06-18 08:14:00,newsletter,896,true
100963,Restaurants faces fresh scrutiny,Sports,Riley Brooks,2026-06-19 09:21:00,search,542,false
100964,Elections sets new agenda,Media,Taylor Morgan,2026-06-20 10:28:00,social,1884,true
100965,Transport finds a wider audience,Entertainment,Casey Reed,2026-06-21 11:35:00,newsletter,573,true
100966,Transport sparks local debate,News,Jordan Quinn,2026-06-22 12:42:00,search,514,false
100967,Streaming sparks local debate,Culture,Sam Rivera,2026-06-23 13:49:00,social,818,false
100968,Football signals cautious optimism,Business,Avery Stone,2026-06-24 14:56:00,newsletter,1943,true
100969,Elections sets new agenda,Sports,Jamie Lee,2026-06-25 15:03:00,search,2275,false
100970,Elections sparks local debate,Media,Morgan Patel,2026-06-26 16:10:00,social,2230,true
100971,Elections sparks local debate,Entertainment,Riley Brooks,2026-06-27 17:17:00,newsletter,614,false
100972,Schools draws record interest,News,Taylor Morgan,2026-06-28 06:24:00,search,1788,false
100973,Markets faces fresh scrutiny,Culture,Casey Reed,2026-06-29 07:31:00,social,815,false
100974,Schools sparks local debate,Business,Jordan Quinn,2026-06-30 08:38:00,newsletter,1533,true
100975,Football signals cautious optimism,Sports,Sam Rivera,2026-07-01 09:45:00,search,906,true
100976,Housing faces fresh scrutiny,Media,Avery Stone,2026-07-02 10:52:00,social,1061,true
100977,Startups signals cautious optimism,Entertainment,Jamie Lee,2026-07-03 11:59:00,newsletter,1922,false
100978,Schools sparks local debate,News,Morgan Patel,2026-07-04 12:06:00,search,1539,false
100979,Elections draws record interest,Culture,Riley Brooks,2026-07-05 13:13:00,social,956,false
100980,Startups sets new agenda,Business,Taylor Morgan,2026-07-06 14:20:00,newsletter,767,true
100981,Streaming draws record interest,Sports,Casey Reed,2026-07-07 15:27:00,search,2369,false
100982,Transport faces fresh scrutiny,Media,Jordan Quinn,2026-07-08 16:34:00,social,2107,true
100983,Elections finds a wider audience,Entertainment,Sam Rivera,2026-07-09 17:41:00,newsletter,2018,false
100984,Housing draws record interest,News,Avery Stone,2026-07-10 06:48:00,search,872,false
100985,Transport faces fresh scrutiny,Culture,Jamie Lee,2026-07-11 07:55:00,social,1666,true
100986,Housing sparks local debate,Business,Morgan Patel,2026-07-12 08:02:00,newsletter,1674,true
100987,Housing draws record interest,Sports,Riley Brooks,2026-07-13 09:09:00,search,1966,false
100988,Housing sparks local debate,Media,Taylor Morgan,2026-07-14 10:16:00,social,1348,true
100989,Theatre finds a wider audience,Entertainment,Casey Reed,2026-07-15 11:23:00,newsletter,894,false
100990,Housing draws record interest,News,Jordan Quinn,2026-06-01 12:30:00,search,1481,true
100991,Streaming draws record interest,Culture,Sam Rivera,2026-06-02 13:37:00,social,2120,false
100992,Restaurants sets new agenda,Business,Avery Stone,2026-06-03 14:44:00,newsletter,1632,true
100993,Restaurants signals cautious optimism,Sports,Jamie Lee,2026-06-04 15:51:00,search,2126,false
100994,Markets draws record interest,Media,Morgan Patel,2026-06-05 16:58:00,social,1068,true
100995,Football signals cautious optimism,Entertainment,Riley Brooks,2026-06-06 17:05:00,newsletter,1517,true
100996,Theatre sparks local debate,News,Taylor Morgan,2026-06-07 06:12:00,search,1065,false
100997,Streaming faces fresh scrutiny,Culture,Casey Reed,2026-06-08 07:19:00,social,1590,false
100998,Restaurants signals cautious optimism,Business,Jordan Quinn,2026-06-09 08:26:00,newsletter,2316,true
100999,Football signals cautious optimism,Sports,Sam Rivera,2026-06-10 09:33:00,search,1840,false
101000,Elections finds a wider audience,Media,Avery Stone,2026-06-11 10:40:00,social,1465,true
